timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-02-01T18:11:21,codecarbon,ef2319b0-bd79-45ff-af92-b5af049128aa,2304.316232919693,0.00199536801517089,8.659262937373188e-07,4.990666666666667,0.040100000000000004,6.0,0.0029565179469333786,8.645389490413667e-05,0.0020904414546489706,0.005133413296486486,Netherlands,NLD,,,,macOS-14.3-arm64-arm-64bit,3.9.18,2.3.4,10,Apple M2 Pro,1,Apple M2 Pro,,,16.0,machine,N,1.0
